departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,commodity_purpose,commodity_purpose2,commodity_purpose3,commodity_purpose4,all_cargos,nb_cargo
A0180923,Bordeaux,A1759102,Saint-Pétersbourg,Russie,Etranger,Russie - mer Baltique,Empire russe,296.0,1787-05-18,Sucre,Autres,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00174525', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Autres', 'link_to_pointcall': '00174525', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",2.0
A0127055,Saint-Martin-de-Ré,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,220.0,1787-11-10,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00153605', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,306.0,1787-10-30,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00177366', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0147257,Saint-Tropez,A0251744,Bordighera ,,Etranger,,République de Gênes,2.0,1787-10-16,Vin,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00181612', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}]",1.0
A0165080,Calais,A0848887,Kristiansand ,Danemark,Etranger,Norvège,Danemark,80.0,1787-08-21,,,,,,0.0
A0187101,Le Havre,A0120232,Cadix,Espagne,Etranger,,Espagne,543.0,1787-09-20,,,,,,0.0
A0187101,Le Havre,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,87.0,1787-10-29,,,,,,0.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,30.0,1787-01-09,Laine,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000055', 'cargo_item_action': 'Out', 'commodity_purpose': 'Laine', 'link_to_pointcall': '00109766', 'commodity_standardized_en': 'Wool', 'commodity_standardized_fr': 'Laine', 'commodity_permanent_coding': 'ID-OWBFxx-xx-xxxxxx-xxxx'}]",1.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,30.0,1787-03-03,Sucre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00110088', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}]",1.0
A0232521,Gênes,A1904488,Levant,,Etranger,,Empire ottoman,160.0,1787-06-20,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00170054', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-11-16,,,,,,0.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,80.0,1787-08-28,Restant de marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Restant de marchandises', 'link_to_pointcall': '00111214', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A1964694,Marans,A0073119,Bilbao,Espagne,Etranger,,Espagne,70.0,1787-10-01,Fèves,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000298', 'cargo_item_action': 'Out', 'commodity_purpose': 'Fèves', 'link_to_pointcall': '00150373', 'commodity_standardized_en': 'Broad bean', 'commodity_standardized_fr': 'Fèves', 'commodity_permanent_coding': 'ID-EBBAxx-xx-xxxxxx-FBxx'}]",1.0
A0232521,Gênes,A0360085,Lisbonne,Portugal,Etranger,,Portugal,,1787-12-21,Marchandises,Ris,Passager,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Transit', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00189896', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000123', 'cargo_item_action': 'Transit', 'commodity_purpose': 'Ris', 'link_to_pointcall': '00189896', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BLxxxx-xx-xxxxxx-FBxx'}, {'quantity': '1.0', 'quantity_u': 'unité', 'commodity_id': '00000002', 'cargo_item_action': 'In', 'commodity_purpose': 'Passager', 'link_to_pointcall': '00189896', 'commodity_standardized_en': 'Passenger', 'commodity_standardized_fr': 'Passagers', 'commodity_permanent_coding': 'IY-AAxxxx-xx-xxxxxx-xxxx'}]",3.0
A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,33.0,1787-01-23,Morue,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000126', 'cargo_item_action': 'Out', 'commodity_purpose': 'Morue', 'link_to_pointcall': '00140096', 'commodity_standardized_en': 'Cod', 'commodity_standardized_fr': 'Morue', 'commodity_permanent_coding': 'IA-FBBCxx-JF-HAxxxx-FBxx'}]",1.0
A0187995,Bayonne,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,30.0,1787-02-27,Blé d' Inde,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000474', 'cargo_item_action': 'Out', 'commodity_purpose': ""Blé d' Inde"", 'link_to_pointcall': '00140143', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BBxxxx-xx-xxxxxx-xxxx'}]",1.0
A0187995,Bayonne,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,22.0,1787-11-30,Vin,Amidon,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00140690', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000236', 'cargo_item_action': 'Out', 'commodity_purpose': 'Amidon', 'link_to_pointcall': '00140690', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",2.0
A0187995,Bayonne,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,26.0,1787-01-17,Planches,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000068', 'cargo_item_action': 'Out', 'commodity_purpose': 'Planches', 'link_to_pointcall': '00140087', 'commodity_standardized_en': 'Plank', 'commodity_standardized_fr': 'Planches', 'commodity_permanent_coding': 'IB-Cxxxxx-JR-BEBxxx-xxxx'}]",1.0
A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,28.0,1787-07-19,Goudron,Planches,Brai,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000305', 'cargo_item_action': 'Out', 'commodity_purpose': 'Goudron', 'link_to_pointcall': '00140478', 'commodity_standardized_en': 'Tar', 'commodity_standardized_fr': 'Goudron', 'commodity_permanent_coding': None}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000068', 'cargo_item_action': 'Out', 'commodity_purpose': 'Planches', 'link_to_pointcall': '00140478', 'commodity_standardized_en': 'Plank', 'commodity_standardized_fr': 'Planches', 'commodity_permanent_coding': 'IB-Cxxxxx-JR-BEBxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000303', 'cargo_item_action': 'Out', 'commodity_purpose': 'Brai', 'link_to_pointcall': '00140478', 'commodity_standardized_en': 'Pitch', 'commodity_standardized_fr': 'Brai', 'commodity_permanent_coding': None}]",3.0
A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,28.0,1787-11-14,Eau de vie,Planches,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00140668', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000068', 'cargo_item_action': 'Out', 'commodity_purpose': 'Planches', 'link_to_pointcall': '00140668', 'commodity_standardized_en': 'Plank', 'commodity_standardized_fr': 'Planches', 'commodity_permanent_coding': 'IB-Cxxxxx-JR-BEBxxx-xxxx'}]",2.0
A0187995,Bayonne,A0120232,Cadix,Espagne,Etranger,,Espagne,135.0,1787-05-21,Fer,Caisses,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000295', 'cargo_item_action': 'Out', 'commodity_purpose': 'Fer', 'link_to_pointcall': '00140330', 'commodity_standardized_en': 'Iron', 'commodity_standardized_fr': 'Fer', 'commodity_permanent_coding': None}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000169', 'cargo_item_action': 'Out', 'commodity_purpose': 'Caisses', 'link_to_pointcall': '00140330', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",2.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,36.0,1787-12-03,Acajou,Eau de vie,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000529', 'cargo_item_action': 'Out', 'commodity_purpose': 'Acajou', 'link_to_pointcall': '00111786', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00111786', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}]",2.0
A0181755,Collioure,A0087160,Catalogne,Espagne,Etranger,,Espagne,3.0,1787-12-01,Bled,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000027', 'cargo_item_action': 'Out', 'commodity_purpose': 'Bled', 'link_to_pointcall': '00170278', 'commodity_standardized_en': 'Wheat', 'commodity_standardized_fr': 'Blé', 'commodity_permanent_coding': 'ID-BDxxxx-xx-xxxxxx-FBxx'}]",1.0
A0180923,Bordeaux,B0000058,Norfolk,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,468.0,1787-05-25,Vin,Eau de vie,Tobacco,Tobacco,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00174564', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00174564', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': '770.0', 'quantity_u': 'Hhds', 'commodity_id': '00000032', 'cargo_item_action': 'In', 'commodity_purpose': 'Tobacco', 'link_to_pointcall': '00174564', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}, {'quantity': '11.0', 'quantity_u': 'Hhds', 'commodity_id': '00000032', 'cargo_item_action': 'In', 'commodity_purpose': 'Tobacco', 'link_to_pointcall': '00174564', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}]",4.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-05-19,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105991', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-04-16,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105845', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0213139,Le Croisic,A1007317,Libau,,Etranger,,Duché de Courlande,300.0,1787-10-12,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00141195', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0187101,Le Havre,A0120232,Cadix,Espagne,Etranger,,Espagne,240.0,1787-06-19,,,,,,0.0
A0147257,Saint-Tropez,A0232521,Gênes,,Etranger,,République de Gênes,15.0,1787-10-20,Vin,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00181617', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}]",1.0
A0180923,Bordeaux,A1759102,Saint-Pétersbourg,Russie,Etranger,Russie - mer Baltique,Empire russe,172.0,1787-08-08,Autres,Sucre,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Autres', 'link_to_pointcall': '00176409', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00176409', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}]",2.0
A0122218,Rouen,A0073119,Bilbao,Espagne,Etranger,,Espagne,150.0,1787-06-09,,,,,,0.0
A0133403,Ars-en-Ré,A0858222,Trondheim,Danemark,Etranger,Norvège,Danemark,155.0,1787-05-09,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00148291', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A1964694,Marans,A0120232,Cadix,Espagne,Etranger,,Espagne,60.0,1787-10-30,féves,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000298', 'cargo_item_action': 'Out', 'commodity_purpose': 'féves', 'link_to_pointcall': '00150175', 'commodity_standardized_en': 'Broad bean', 'commodity_standardized_fr': 'Fèves', 'commodity_permanent_coding': 'ID-EBBAxx-xx-xxxxxx-FBxx'}]",1.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,58.0,1787-06-09,Citrons,Café,Sucre,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000395', 'cargo_item_action': 'Out', 'commodity_purpose': 'Citrons', 'link_to_pointcall': '00110745', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-FCBxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00110745', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00110745', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}]",3.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,58.0,1787-12-31,Vin,Café,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00111950', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00111950', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}]",2.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,36.0,1787-09-15,Sirop,Sucre,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': None, 'cargo_item_action': 'Out', 'commodity_purpose': 'Sirop', 'link_to_pointcall': '00111361', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00111361', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}]",2.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,32.0,1787-01-16,Laine,Café,Autre (etc.),,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000055', 'cargo_item_action': 'Out', 'commodity_purpose': 'Laine', 'link_to_pointcall': '00109804', 'commodity_standardized_en': 'Wool', 'commodity_standardized_fr': 'Laine', 'commodity_permanent_coding': 'ID-OWBFxx-xx-xxxxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00109804', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Autre (etc.)', 'link_to_pointcall': '00109804', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",3.0
A0187101,Le Havre,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,40.0,1787-07-14,,,,,,0.0
B0000058,Norfolk,B0000014,Annapolis,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,354.0,1787-07-19,Lest,Tobacco,Tobacco,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00176203', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}, {'quantity': '22.0', 'quantity_u': 'Hhds', 'commodity_id': '00000032', 'cargo_item_action': 'In', 'commodity_purpose': 'Tobacco', 'link_to_pointcall': '00176203', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}, {'quantity': '519.0', 'quantity_u': 'Hhds', 'commodity_id': '00000032', 'cargo_item_action': 'In', 'commodity_purpose': 'Tobacco', 'link_to_pointcall': '00176203', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}]",3.0
A0187101,Le Havre,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,23.0,1787-06-30,,,,,,0.0
A0187101,Le Havre,A0120232,Cadix,Espagne,Etranger,,Espagne,180.0,1787-06-12,,,,,,0.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,50.0,1787-07-07,Tabac,Café,Vin,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000032', 'cargo_item_action': 'Out', 'commodity_purpose': 'Tabac', 'link_to_pointcall': '00110902', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00110902', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00110902', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}]",3.0
