year,value,source,export,import,partner,product,product_revolutionempire,product_simplification,product_sitc_FR,customs_region,customs_office
1789,22381,best_guess_region_prodxpart,yes,no,dunkerque,Fromage,Fromage,fromage,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,168,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; figues,Fruits frais,figue,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,460,best_guess_region_prodxpart,yes,no,dunkerque,Gaze ; de soye,Étoffes de soie,gaze de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,2365,best_guess_region_prodxpart,yes,no,dunkerque,Gaze ; de soye,Étoffes de soie,gaze de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,146,best_guess_region_prodxpart,yes,no,dunkerque,Graine ; de moutarde,Graines diverses et mélangées,graine de moutarde,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,400,best_guess_region_prodxpart,yes,no,dunkerque,Houblon,Matières premières diverses,houblon,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Huile ; de poisson,Huile de poisson,huile de poisson,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,14760,best_guess_region_prodxpart,yes,no,dunkerque,Légumes ; secs,Légumes,légumes secs,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,338,best_guess_region_prodxpart,yes,no,dunkerque,Linge ; vieux,Habits et lingerie,linge vieux,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,246,best_guess_region_prodxpart,yes,no,dunkerque,Marbre ; ouvré,Marbre brut et ouvré,ouvrages de marbre,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,573,best_guess_region_prodxpart,yes,no,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Dunkerque
1789,2748,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; mêlée,Mercerie,mercerie,Divers mélangés,Flandre,Dunkerque
1789,1181,best_guess_region_prodxpart,yes,no,dunkerque,Meubles,"Meubles, glaces et miroirs",mobilier,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,417,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; de coton,Châles et mouchoirs hors soie,mouchoirs de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,450,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; fil et coton,Châles et mouchoirs hors soie,mouchoirs de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,1530,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; fil et coton,Châles et mouchoirs hors soie,mouchoirs de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,1132,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de terre ; en carreaux ; à poser,"Porcelaine, poterie, faïence et ouvrages de terre",carreaux de terre cuite,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,585,best_guess_region_prodxpart,yes,no,dunkerque,Pain ; d'épice,Subsistances diverses et mélangées,pain d'épice,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,5187,best_guess_region_prodxpart,yes,no,dunkerque,Pain ; de graine ; de lin,Subsistances diverses et mélangées,pain de graine de lin,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,168,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; en ?,"Cuirs, peaux et pelleterie",peaux en ???,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,390,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; corroyées,"Cuirs, peaux et pelleterie",peaux corroyées,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,304,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de veaux corroyées,"Cuirs, peaux et pelleterie",peaux corroyées de veau,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,352,best_guess_region_prodxpart,yes,no,dunkerque,Poil ; de chevre ; filé,Fils divers,fil de poil de chèvre,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,364,best_guess_region_prodxpart,yes,no,dunkerque,Poterie ; de terre,"Porcelaine, poterie, faïence et ouvrages de terre",poterie de terre cuite,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,540,best_guess_region_prodxpart,yes,no,dunkerque,Rubans ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,24456,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelle,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,205,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en pain,Graisses diverses,suif en pain,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,464,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en côtes,Tabac,tabac en côtes,Boissons et tabac,Flandre,Dunkerque
1789,1096,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en feuilles,Tabac,feuilles de tabac,Boissons et tabac,Flandre,Dunkerque
1789,1492,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; blanche,Toiles de chanvre et de lin,toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,26973,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; grise,Toiles diverses,toile grise,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,3720,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; d'étoupe ; de lin,Toiles de chanvre et de lin,toile d'étoupes de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,160,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; coton,Toiles de coton,toile de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,787,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; siamoise,Étoffes diverses,siamoise,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,137,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; diverse,Toiles diverses,toile,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,2623,best_guess_region_prodxpart,yes,no,dunkerque,Verres ; à boire,Verrerie,verres à boire,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,1135,best_guess_region_prodxpart,yes,no,dunkerque,Beurre,Beurre,beurre,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,324,best_guess_region_prodxpart,yes,no,dunkerque,Bijouterie,Bijouterie et pierres fines,bijouterie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,733,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; d'osier,Bois divers hors combustible,bois d'osier,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,576,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,2172,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de soye ; en bas,Soieries diverses,bas de soie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,14312,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de soye ; en bas,Soieries diverses,bas de soie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,8525,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de soye ; en bas,Soieries diverses,bas de soie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,1350,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; en gants,Gants,gants de bonneterie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,218,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; en ?,Bonneterie hors soie,bonneterie ???,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,400,best_guess_region_prodxpart,yes,no,dunkerque,Chair ; salée,Chairs et œufs,chair salée,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1632,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; ? castor,Chapeaux hors paille et écorce,chapeaux ? castor,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,10764,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; poil et laine,Chapeaux hors paille et écorce,chapeaux de laine et de poil,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,7785,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; poil et laine,Chapeaux hors paille et écorce,chapeaux de laine et de poil,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,100,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; de cuir,Chapeaux hors paille et écorce,chapeaux de cuir,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,800,best_guess_region_prodxpart,yes,no,dunkerque,Cheveux,Matières premières diverses,cheveux,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,375,best_guess_region_prodxpart,yes,no,dunkerque,Cire ; blanche,Cire,cire blanche,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Cire ; en bougie,"Bougies, chandelles et flambeaux",bougie de cire,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,360,best_guess_region_prodxpart,yes,no,dunkerque,Cire ; à cacheter,Cire,cire à cacheter,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,165,best_guess_region_prodxpart,yes,no,dunkerque,Chocolat,Cacao et chocolat,chocolat,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,240,best_guess_region_prodxpart,yes,no,dunkerque,Cordages et ficelles,Cordage et filets,cordage et ficelle,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,21375,best_guess_region_prodxpart,yes,no,dunkerque,Cordages ; à boyaux,Cordage et filets,cordage à boyaux,Autres filés ou tissés,Flandre,Dunkerque
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; d'Hongrie,"Cuirs, peaux et pelleterie",cuirs de Hongrie,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,720,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de vache ; tannés,"Cuirs, peaux et pelleterie",cuirs tannés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,1530,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de vache ; tannés,"Cuirs, peaux et pelleterie",cuirs tannés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,600,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de vache ; tannés,"Cuirs, peaux et pelleterie",cuirs tannés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,210,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de vache ; corroyés,"Cuirs, peaux et pelleterie",cuirs corroyés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,10000,best_guess_region_prodxpart,yes,no,dunkerque,Dentelles ; de fil,Dentelles,dentelle de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,23750,best_guess_region_prodxpart,yes,no,dunkerque,Dentelles ; de soye,Dentelles,dentelle de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,111125,best_guess_region_prodxpart,yes,no,dunkerque,Dentelles ; de soye,Dentelles,dentelle de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,30000,best_guess_region_prodxpart,yes,no,dunkerque,Dentelles ; de soye,Dentelles,dentelle de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,15428,best_guess_region_prodxpart,yes,no,dunkerque,Drap ; de Sedan,Étoffes de laine,drap de Sedan,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,6696,best_guess_region_prodxpart,yes,no,dunkerque,Drap ; de Normandie,Étoffes de laine,drap de Normandie,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,3900,best_guess_region_prodxpart,yes,no,dunkerque,Drap ; de Picardie,Étoffes de laine,drap de Picardie,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,392,best_guess_region_prodxpart,yes,no,dunkerque,Draperie ; calemande,Étoffes de laine,calmande,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,63,best_guess_region_prodxpart,yes,no,dunkerque,Draperie ; de Champagne,Étoffes de laine,drap de Champagne,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,1300,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler,Combustibles dont charbons et bois,bois pour brûler,Combustibles,Flandre,Graveline
1789,780,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; de cerisier,Bois divers hors combustible,bois de cerisier,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Graveline
1789,7950,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; merrain,"Ouvrages de bois, liège et jonc",merrains,"Produits du bois, liège, jonc",Flandre,Graveline
1789,4743,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler ; en fagots,Combustibles dont charbons et bois,fagots de bois pour brûler,Combustibles,Flandre,Steenfort
1789,900,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en lattes,"Ouvrages de bois, liège et jonc",lattes de bois,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en chevilles,"Ouvrages de bois, liège et jonc",cheville de bois,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,110,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; diverses,Drogues diverses,drogues,Produits chimiques transformés n.d.a.,Flandre,Dunkerque
1789,199,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,315,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,270,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1206,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,240,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,4800,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,195,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1147,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,87,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1056,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,570,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,206,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,180,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,700,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,660,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,225,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,2080,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1752,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1577,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,4925,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,4272,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,2962,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1809,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,21500,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,13260,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,24125,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,3025,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,2365,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1430,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,350,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1440,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,306,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,180,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,431,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,2950,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,282,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,1052,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,72,best_guess_region_prodxpart,yes,no,dunkerque,Nom flou,Produits inconnus,???,Divers incertains et inconnus,Flandre,Dunkerque
1789,477,best_guess_region_prodxpart,yes,no,dunkerque,Fromage,Fromage,fromage,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,10888,best_guess_region_prodxpart,yes,no,dunkerque,Pierres ; à bâtir,Matières premières diverses,pierres à bâtir,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,908,best_guess_region_prodxpart,yes,no,dunkerque,Plumes ; à écrire,Plumes ouvrées,plumes à écrire,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,3125,best_guess_region_prodxpart,yes,no,dunkerque,Plumes ; d'autruche ; apprêtées,Plumes ouvrées,plumes apprêtées d'autruche,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,105,best_guess_region_prodxpart,yes,no,dunkerque,Plumes ; de coq,Plumes brutes,plumes de coq,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Porcelaine,"Porcelaine, poterie, faïence et ouvrages de terre",porcelaine,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,160,best_guess_region_prodxpart,yes,no,dunkerque,Poterie ; de gret,"Porcelaine, poterie, faïence et ouvrages de terre",poterie de grès,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,234,best_guess_region_prodxpart,yes,no,dunkerque,Poterie ; de gret,"Porcelaine, poterie, faïence et ouvrages de terre",poterie de grès,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,180,best_guess_region_prodxpart,yes,no,dunkerque,Poterie ; de gret,"Porcelaine, poterie, faïence et ouvrages de terre",poterie de grès,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,110,best_guess_region_prodxpart,yes,no,dunkerque,Poterie ; de gret,"Porcelaine, poterie, faïence et ouvrages de terre",poterie de grès,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,40,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; diverse,Quincaillerie,quincaillerie,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,9744,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; en clous,Quincaillerie,quincaillerie clou,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,1785,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; en clous,Quincaillerie,quincaillerie clou,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,110,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; de cuivre,Quincaillerie,quincaillerie de cuivre,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,5110,best_guess_region_prodxpart,yes,no,dunkerque,Ruban ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,550,best_guess_region_prodxpart,yes,no,dunkerque,Ruban ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,12030,best_guess_region_prodxpart,yes,no,dunkerque,Ruban ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,600,best_guess_region_prodxpart,yes,no,dunkerque,Ruban ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,60,best_guess_region_prodxpart,yes,no,dunkerque,Soye ; à coudre,Soie,soie à coudre,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,61,best_guess_region_prodxpart,yes,no,dunkerque,Sucre ; divers,Sucre,sucre,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,183,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelles,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,32655,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en feuilles,Tabac,feuilles de tabac,Boissons et tabac,Flandre,Dunkerque
1789,178,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; diverse,Toiles de coton,toile de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,420,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; blanche,Toiles de coton,toile blanche de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,312,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; blanche,Toiles de coton,toile blanche de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,756,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; bazin,"Mousseline, basin et nankin",toile de coton basin,Filés ou tissés de coton,Flandre,Dunkerque
1789,1164,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; teinte,Toiles de coton,toile de coton teinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,816,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; teinte,Toiles de coton,toile de coton teinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,4776,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; peinte,Toiles de coton,toile de coton peinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,1160,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; peinte,Toiles de coton,toile de coton peinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,1080,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; peinte,Toiles de coton,toile de coton peinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,900,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de fil et coton,Toiles diverses,toile de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,18335,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de fil et coton ; imprimée,Toiles diverses,toile de coton et de fil imprimée,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,932,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de fil et coton ; teinte,Toiles diverses,toile de coton et de fil teinte,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,2888,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; batiste,Toiles de chanvre et de lin,batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; limon ; brodée,Toiles de chanvre et de lin,toile de lin linon brodée,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,158,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; teinte,Toiles de chanvre et de lin,toile de lin teinte,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,1375,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; grosse,Toiles de chanvre et de lin,toile grosse de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,440,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; cirée,Toiles diverses,toile cirée,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,414,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en ?,Verrerie,verres en ???,Divers incertains et inconnus,Flandre,Dunkerque
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; d'offre,Verrerie,verres d'offre,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,748,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en bouteille,Verrerie,bouteilles de verres,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,170,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en bouteille,Verrerie,bouteilles de verres,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
