month,uhgs_id,count,latitude,longitude,toponyme_standard_fr,toponyme_standard_en,shiparea,state_1789_fr,substate_1789_fr,state_1789_en,substate_1789_en,province,amiraute,has_a_clerk,Nb_conges_1787_CR,nb_conges_1787_inputdone,Nb_conges_1789_CR,nb_conges_1789_inputdone,status,ferme_direction,ferme_bureau,ferme_bureau_uncertainty,partner_balance_1789,partner_balance_supp_1789,partner_balance_1789_uncertainty,partner_balance_supp_1789_uncertainty,toponyme,toustopos,geonameid,relation_state,topofreq,geom,point3857,country2019_name,country2019_iso2code,country2019_region,ogc_fid,belonging_states,belonging_substates,belonging_states_en,belonging_substates_en
11 Novembre,A0397468,1,50.833333,-0.783333,Chichester,Chichester,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Sussex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Chichester,"Chichester,Chischester",2653192.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Chichester', 'freq': 11}, {'topo': 'Chischester', 'freq': 1}]",0101000020E610000009151C5E1011E9BFBBD6DEA7AA6A4940,0101000020110F0000BA27DFB0034AF5C0E46BCA425E255941,United Kingdom,GB,150.0,479,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0397762,1,51.466667,0.0,Greenwich,Greenwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Surrey,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Greenwich,Greenwich,2647937.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Greenwich', 'freq': 6}]",0101000020E61000000000000000000000AC8F87BEBBBB4940,0101000020110F00000000000000000000B538032521935941,United Kingdom,GB,150.0,448,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0397762,1,51.466667,0.0,Greenwich,Greenwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Surrey,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Greenwich,Greenwich,2647937.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Greenwich', 'freq': 6}]",0101000020E61000000000000000000000AC8F87BEBBBB4940,0101000020110F00000000000000000000B538032521935941,United Kingdom,GB,150.0,448,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
01 Janvier,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
04 Avril,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
05 Mai,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
06 Juin,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
07 Juillet,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
09 Septembre,A0401159,2,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
10 Octobre,A0401159,2,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
11 Novembre,A0401159,1,55.95,-3.166667,Leith,Leith,NOR-FORH,Grande-Bretagne,Ecosse,Great Britain,Scotland,Ecosse,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Leith,Leith,2644641.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Leith', 'freq': 9}]",0101000020E610000057941282555509C09A99999999F94B40,0101000020110F000082882408FF8315C1BE7226208DCB5C41,United Kingdom,GB,150.0,217,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""Scotland""}]"
 03 Mars,A0401283,1,51.389812,0.504513,Rochester,Rochester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Rochester,Rochester,2639268.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Rochester', 'freq': 10}]",0101000020E6100000E6046D72F824E03F4FCB0F5CE5B14940,0101000020110F00004F0E142B446CEB40A5D50EB2BA855941,United Kingdom,GB,150.0,229,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0401283,1,51.389812,0.504513,Rochester,Rochester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Rochester,Rochester,2639268.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Rochester', 'freq': 10}]",0101000020E6100000E6046D72F824E03F4FCB0F5CE5B14940,0101000020110F00004F0E142B446CEB40A5D50EB2BA855941,United Kingdom,GB,150.0,229,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0401283,1,51.389812,0.504513,Rochester,Rochester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Rochester,Rochester,2639268.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Rochester', 'freq': 10}]",0101000020E6100000E6046D72F824E03F4FCB0F5CE5B14940,0101000020110F00004F0E142B446CEB40A5D50EB2BA855941,United Kingdom,GB,150.0,229,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0401283,1,51.389812,0.504513,Rochester,Rochester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Rochester,Rochester,2639268.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Rochester', 'freq': 10}]",0101000020E6100000E6046D72F824E03F4FCB0F5CE5B14940,0101000020110F00004F0E142B446CEB40A5D50EB2BA855941,United Kingdom,GB,150.0,229,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0401283,1,51.389812,0.504513,Rochester,Rochester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Rochester,Rochester,2639268.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Rochester', 'freq': 10}]",0101000020E6100000E6046D72F824E03F4FCB0F5CE5B14940,0101000020110F00004F0E142B446CEB40A5D50EB2BA855941,United Kingdom,GB,150.0,229,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0401605,1,50.766667,-1.3,Cowes,Cowes,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Cowes,"Cowek [Cowes],Cowes",2652204.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Cowes', 'freq': 2}, {'topo': 'Cowek [Cowes]', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF4BF12F6ED2422624940,0101000020110F000020BB49B45AAA01C1E473FDC8E6195941,United Kingdom,GB,150.0,270,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0401683,2,51.883333,0.9,Colchester,Colchester,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Colchester,Colchester,2652618.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Colchester', 'freq': 6}]",0101000020E6100000CDCCCCCCCCCCEC3F213D450E11F14940,0101000020110F00002D3EDCAAB875F840CB99757F2CDC5941,United Kingdom,GB,150.0,185,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0403551,1,50.148333,-5.076111,Falmouth,Falmouth,MAN-PLYM,Grande-Bretagne,Angleterre,Great Britain,England,Cornwall,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Falmouth,"Falmouth,Falmouth (Angleterre)",2649715.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Falmouth', 'freq': 17}, {'topo': 'Falmouth (Angleterre)', 'freq': 1}]",0101000020E6100000A376BF0AF04D14C073F56393FC124940,0101000020110F00009140F72E9C3E21C18A5A8F0F51B05841,United Kingdom,GB,150.0,211,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0404560,1,50.683333,-3.45,Topsham,Topsham,ANE-PORT,Grande-Bretagne,Angleterre,Great Britain,England,Devon shire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Topsom [Topsham],Topsom [Topsham],2635680.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Topsom [Topsham]', 'freq': 1}]",0101000020E61000009A99999999990BC087A3AB7477574940,0101000020110F0000EB1013F9D07017C1F8D42B40970B5941,United Kingdom,GB,150.0,1058,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0406923,1,51.533333,0.083333,Barking,Barking,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E61000001975ADBD4F55B53F5470784144C44940,0101000020110F0000BC2CF4264B1EC24031CFA67CC59E5941,United Kingdom,GB,150.0,1186,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0407326,1,52.1,1.316667,Woodbridge,Woodbridge,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Suffolk shire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Woobridge,Woobridge,5926519.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Woobridge', 'freq': 1}]",0101000020E6100000158F8B6A1111F53FCDCCCCCCCC0C4A40,0101000020110F0000575F919955E40141F09F3ABE6C025A41,United Kingdom,GB,150.0,474,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
